Date/Time,Location,Race,Gender,IDOT Classification,Reason for Stop,Citations/Violations,Disposition,Search
8/24/2019 4:48 PM,5700 S. Everett Ave.,Hispanic,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
8/24/2019 6:01 PM,5518 S. Kenwood,African American,Male,Lane Violation,No turn signal,N/A,Verbal Warning,No
8/24/2019 10:48 PM,5700 S. Blackstone,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
8/24/2019 11:32 PM,5300 S. Cornell,African American,Male,Traffic sign/signal,Red Light Violation,One Citation Issued,Citation Issued,YES
8/25/2019 12:52 AM,5630 S. Ellis,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,YES
8/25/2019 8:17 PM,5600 S. Cornell,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,Two Citation Issued,Citation Issued,YES
8/25/2019 8:46 PM,5200 S. Lake Park,African American,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
8/25/2019 9:19 PM,5600 S. Cottage Grove,African American,Female,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
8/25/2019 9:47 PM,1030 E. 56th Street,Hispanic,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
8/25/2019 9:59 PM,6100 S. Cottage Grove,African American,Female,Lane Violation,Improper Turn,N/A,Verbal Warning,No
8/25/2019 10:48 PM,5700 S. Dorchester,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/25/2019 11:14 PM,5300 S. Blackstone,African American,Male,Lane Violation,No turn signal,N/A,Verbal Warning,No
8/26/2019 2:19 AM,5500 S. Lake Park,African American,Male,Lane Violation,No turn signal,N/A,Verbal Warning,No
8/26/2019 4:36 AM,5500 S. Kenwood,African American,Male,Lane Violation,Improper Turn,N/A,Verbal Warning,YES
8/26/2019 10:01 PM,4900 S. Ellis,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/27/2019 1:03 PM,5400 S. Blackstone,Caucasian,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/27/2019 1:10 PM,1439 E. 53rd Street,Caucasian,Male,Moving Violation - Other,Improper U Turn,N/A,Verbal Warning,No
8/27/2019 2:10 PM,1346 E. 53rd Street,African American,female,Moving Violation - Other,Cell phone violation,N/A,Verbal Warning,No
8/27/2019 3:54 PM,5600 S. Harper,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/27/2019 7:46 PM,4800 S. Ellis,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,Two Citation Issued,Citation Issued,No
8/27/2019 10:33 PM,5000 S. Cornell,African American,Male,Lane Violation,No turn signal,N/A,Verbal Warning,No
8/27/2019 10:43 PM,5000 S. Ellis,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/27/2019 10:54 PM,4700 S. Woodlawn,African American,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
8/27/2019 11:25 PM,5100 S. Lake Park,African American,Male,Equipment,One Headlight,N/A,Verbal Warning,No
8/28/2019 12:17 PM,1354 E. 55th Street,African American,Male,Moving Violation - Other,Electronic Communication Device,N/A,Verbal Warning,No
8/28/2019 3:45 PM,5500 S. Payne,African American,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
8/28/2019 4:38 PM,5321 S. Lake Park,African American,Male,Lane Violation,No turn signal,N/A,Verbal Warning,No
8/28/2019 5:38 PM,5200 S. Cottage Grove,Caucasian,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/28/2019 8:15 PM,6000 S. Woodlawn,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
8/28/2019 8:26 PM,5400 S. Blackstone,African American,Male,Lane Violation,No turn signal,N/A,Verbal Warning,No
8/28/2019 8:52 PM,5100 S. Kenwood,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No
8/28/2019 9:15 PM,w/b Midway Plaisance & Cottage Grove,African American,Female,Lane Violation,Red Light Violation,N/A,Verbal Warning,YES
8/28/2019 9:21 PM,5300 S. Dorchester,African American,Male,Lane Violation,Wrong way on one way street,Two Citation Issued,Citation Issued,No
8/28/2019 10:50 PM,5600 S. Drexel,African American,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
8/28/2019 11:20 PM,5800 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/28/2019 11:57 PM,5500 S. Lake Park,African American,Male,Lane Violation,No turn signal,N/A,Verbal Warning,No
8/29/2019 10:29 AM,5300 S. Dorchester,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/29/2019 9:17 PM,5500 S. Lake Park,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
8/29/2019 9:57 PM,6000 S. Woodlawn,Caucasian,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
8/29/2019 10:32 PM,5700 S. Cornell,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,YES
8/29/2019 11:43 PM,6300 S. Drexel,African American,Male,Lane Violation,Improper Passing,N/A,Verbal Warning,No
8/30/2019 12:32 AM,5500 S. Harper,African American,Female,Lane Violation,Improper turn,N/A,Verbal Warning,No
8/30/2019 11:15 AM,5445 S. University,Caucasian,Female,Lane Violation,No turn signal,N/A,Verbal Warning,No
8/30/2019 1:06 PM,5500 S. Kenwood,Caucasian,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/31/2019 10:06 AM,1330 E. 53rd Street,African American,Male,Moving Violation - Other,Improper U Turn,N/A,Verbal Warning,No
8/31/2019 8:18 PM,4900 S. Dorchester,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/31/2019 8:55 PM,4700 S. Ellis,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
8/31/2019 10:05 PM,4900 S. Greenwood,Hispanic,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/1/2019 11:56 AM,1364 E. 53rd Street,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/1/2019 5:50 PM,6000 S. Cottage Grove,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,Two Citation Issued,Citation Issued,No
9/1/2019 11:00 PM,5300 S. Cornell,African American,Female,moving Violation - Other,Cell phone violation,One Citation Issued,Citation Issued,No
9/1/2019 11:36 PM,5100 S. Cornell,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/2/2019 1:49 PM,5204 S. Woodlawn,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/2/2019 2:52 PM,5500 S. University,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/2/2019 3:55 PM,1380 E. Madison Park,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/2/2019 8:16 PM,5500 S. Harper,African American,Male,License Plate/Registration,Expired License Plate/registration,N/A,Verbal Warning,No
9/2/2019 9:35 PM,5700 S. Blackstone,African American,Female,Lane Violation,No turn signal,N/A,Verbal Warning,No
9/2/2019 10:22 PM,5600 S. Lake Park,African American,Male,Lane Violation,No turn signal,N/A,Verbal Warning,No
9/2/2019 11:21 PM,5600 S. Stony Island,Hispanic,Male,Lane Violation,No turn signal,N/A,Verbal Warning,No
9/3/2019 12:51 AM,5600 S. Woodlawn,African American,Male,License Plate/Registration,No front license plate,Three Citations Issued,Citation Issued,YES
9/3/2019 11:43 AM,1406 E. 53rd Street,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
9/3/2019 3:34 PM,1431 E. Hyde Park,Caucasian,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/3/2019 3:59 PM,5300 S. University,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/3/2019 5:04 PM,5500 S. Drexel,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/3/2019 8:41 PM,5700 S. Harper,African American,Male,Lane Violation,Wrong way on one way street,Two Citation Issued,Citation Issued,No
9/4/2019 7:49 PM,5500 S. Woodlawn,African American,Male,moving Violation - Other,Failed to yield to Emergency Vehicle,N/A,Verbal Warning,No
9/4/2019 8:30 PM,4900 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/4/2019 9:32 PM,5400 S. Hyde Park,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/5/2019 5:14 PM,5900 S. Maryland,Caucasian,Female,moving Violation - Other,Utilizing cell phone while driving,N/A,Verbal Warning,No
9/5/2019 11:16 PM,5500 S. Greenwood,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/6/2019 9:09 PM,5840 S. Dorchester,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/6/2019 11:19 PM,1215 E. 53rd Street,African American,Male,Moving Violation - Other,Utilizing cell phone while driving,N/A,Verbal Warning,No
9/6/2019 11:31 PM,5500 S. Greenwood,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/7/2019 12:20 AM,5200 S. Drexel,African American,Male,Moving Violation - Other,Utilizing cell phone while driving,N/A,Verbal Warning,No
9/7/2019 1:30 AM,5600 S. Woodlawn,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/7/2019 8:33 PM,5600 S. Lake Park,African American,Female,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/7/2019 8:52 PM,56th & Woodlawn,Caucasian,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/7/2019 10:40 PM,56th & Lake Park,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/7/2019 10:13 PM,57th & Harper,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/7/2019 11:19 PM,53rd & Lake Park,African American,Male,Traffic sign/signal,Disobeyed Posted Sign,N/A,Verbal Warning,No
9/7/2019 11:48 PM,59th & Maryland,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/9/2019 10:33 PM,5000 S. Ellis,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No
9/10/2019 12:16 PM,1508 E. 53rd Street,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/10/2019 16:50 PM,5100 S. Dorchester,Asian,Male,moving Violation - Other,Improper U-Turn,N/A,Verbal Warning,No
9/10/2019 5:03 PM,1401 E. 51st Street,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/10/2019 8:02 PM,5500 S. Dorchester,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/13/2019 8:29 AM,900 E. Midway Plaisance,African American,Male,moving Violation - Other,Improper lane usage,N/A,Verbal Warning,No
9/13/2019 11:57 AM,1406 E. 53rd Street,African American,Male,moving Violation - Other,Improper lane usage,One Citation Issued,Citation Issued,No
9/13/2019 2:24 PM,1450 E. 57th Street,Caucasian,Male,moving Violation - Other,Improper lane usage,N/A,Verbal Warning,No
9/13/2019 3:12 PM,5100 S. Blackstone,African American,Male,moving Violation - Other,Improper U-Turn,N/A,Verbal Warning,No
9/13/2019 4:44 PM,5700 S. Dorchester,African American,Female,moving Violation - Other,Improper lane usage,N/A,Verbal Warning,No
9/13/2019 9:29 PM,5300 S. Dorchester,African American,Female,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
9/14/2019 8:46 AM,5700 S. Blackstone,Asian,Male,moving Violation - Other,Improper lane usage,N/A,Verbal Warning,No
9/14/2019 7:35 PM,4900 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/14/2019 11:14 PM,5600 S. Stony Island,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/15/2019 1:09 PM,5520 S. Harper,African American,Male,moving Violation - Other,Improper lane usage,N/A,Verbal Warning,No
9/15/2019 7:06 PM,5200 S. Harper,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/15/2019 8:35 PM,5300 S. Drexel,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No
9/15/2019 9:04 PM,5700 S. Stony Island,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/15/2019 9:05 PM,4900 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/15/2019 9:19 PM,6050 S. Cornell,African American,Male,Traffic sign/signal,Disobeyed traffic control device,One Citation Issued,Citation Issued,No
9/15/2019 9:46 PM,4900 S. Drexel,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/16/2019 9:33 AM,5100 S. Blackstone,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/16/2019 12:19 PM,5300 S. Kimbark,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/16/2019 3:41 PM,5405 S. Drexel,African American,Female,Seatbelt,"Failure to Properly Secure Child in
Approved Child Restraint System
or Seat Belts",N/A,Verbal Warning,No
9/16/2019 3:51 PM,5480 S. Kenwood,African American,Female,Lane Violation,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
9/16/2019 4:11 PM,1165 E. 53rd Street,African American,Male,Lane Violation,Improper lane usage,One Citation Issued,Citation Issued,No
9/16/2019 7:29 PM,942 E. 55th Street,Caucasian,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
9/16/2019 8:43 PM,5300 S. Blackstone,Hispanic,Male,Lane Violation,Improper Turn,N/A,Verbal Warning,No
9/16/2019 8:58 PM,5500 S. Kenwood,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
9/16/2019 10:20 PM,5600 S. Lake Park,African American,Female,Lane Violation,Improper Overtaking,N/A,Verbal Warning,No
9/17/2019 5:21 PM,5450 S. University,African American,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
9/17/2019 6:35 PM,5303 S. Woodlawn,African American,Male,Traffic sign/signal,Red Light Violation,One Citation Issued,Citation Issued,No
9/18/2019 9:04 AM,6100 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/18/2019 4:57 PM,1108 E. 53rd Street,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/18/2019 7:35 PM,5300 S. Dorchester,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/18/2019 8:13 PM,4700 S. Lake Park,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No
9/19/2019 7:39 AM,836 E. 52nd Street,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/19/2019 5:23 PM,5100 S. University,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/20/2019 8:33 PM,W/B Midway Plaisance & Payne Dr.,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
9/20/2019 9:32 PM,5700 S. Woodlawn,African American,Male,Lane Violation,No Turn Signal,N/A,Verbal Warning,No
9/20/2019 11:20 PM,5500 S. Harper,Hispanic,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/21/2019 12:53 AM,5500 S. Ellis,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
9/21/2019 8:47 AM,1000 E. Midway Plaisance,Hispanic,Female,Speed,Speeding,N/A,Verbal Warning,No
9/21/2019 9:04 AM,1000 E. Midway Plaisance,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
9/21/2019 9:23 AM,1005 E. Midway Plaisance,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
9/21/2019 9:42 AM,1005 E. Midway Plaisance,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
9/21/2019 10:38 AM,1301 E. 55th Street,Caucasian,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/21/2019 3:14 PM,4700 S. Drexel,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
9/21/2019 6:22 PM,1225 E. 55th Street,African American,Female,moving Violation - Other,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
9/21/2019 6:22 PM,1225 E. 55th Street,African American,Female,moving Violation - Other,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
9/22/2019 9:19 AM,5500 S. Greenwood,African American,Female,Traffic sign/signal,Failure to Yield to Pedestrian ,N/A,Verbal Warning,No
9/22/2019 11:29 AM,1125 E. 53rd Street,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/23/2019 10:37 PM,5500 S. Lake Park,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/24/2019 9:49 AM,1450 E. 55th Street,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/24/2019 2:30PM,1157 E. 52nd Street,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/24/2019 8:45 PM,5500 S. Ellis,African American,Female,Traffic sign/signal,Failure to Yield to Pedestrian,N/A,Verbal Warning,No
9/24/2019 10:44 PM,5300 S. Kenwood,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No
9/24/2019 11:02 PM,5500 S. Ellis,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
9/25/2019 2:03 AM,5500 S. Woodlawn,African American,Female,Equipment,No headlights when required,N/A,Verbal Warning,No
9/25/2019 7:45 AM,5500 S. Ellis,African American,Female,Lane Violation,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
9/25/2019 9:27 AM,5045 S. Drexel,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/25/2019 1:29 PM,5318 S. Greenwood,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/25/2019 1:39 PM,5600 S. Hyde Park,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/25/2019 9:32 PM,5800 S. Dorchester,African American,Male,Lane Violation,No turn signal,N/A,Verbal Warning,No
9/25/2019 10:39 PM,6000 S. Stony Island,African American,Female,Lane Violation,No turn signal,N/A,Verbal Warning,No
9/26/2019 7:37 PM,5476 S. Ellis,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/27/2019 9:01 PM,5900 S. Ellis,Asian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/28/2019 4:59 PM,5100 S. Blackstone,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
9/28/2019 8:00PM,5000 S. Lake Park,African American,Female,Lane Violation,Illegal U-Turn,N/A,Verbal Warning,No
9/28/2019 9:14PM,1520 E. 57th Street,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
9/28/2019 9:18 PM,4900 East End,Caucasian,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/29/2019 12:13 PM,1190 E. W/B Midway Plaisance,Caucasian,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/29/2019 1:47 PM,5500 S. Ellis,Caucasian,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
9/29/2019 5:50 PM,6300 S. Drexel,African American,Female,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
9/29/2019 7:33 PM,5600 S. Lake Park,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
9/29/2019 8:55 PM,5500 S. Drexel,African American,Male,Equipment,No headlights when required,N/A,Verbal Warning,No
9/30/2019 7:35 AM,800 E. Midway Plaisance,African American,Female,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
9/30/2019 2:56 PM,1200 E. Midway Plaisance,African American,Male,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
9/30/2019 4:36 PM,5467 S. University,African American,Female,Seatbelt,"Failure to Properly Secure Child in
Approved Child Restraint System
or Seat Belts",N/A,Verbal Warning,No
9/30/2019 8:37 PM,5800 S. Stony Island,African American,Female,Lane Violation,No Turn Signal,N/A,Verbal Warning,No
9/30/2019 10:25 PM,5300 S. Hyde Park,African American,Female,moving Violation - Other,Utilizing cell phone while driving,N/A,Verbal Warning,No
10/1/2019 12:08 AM,5900 S. Stony Island,Caucasian,Male,Lane Violation,Improper Turn,N/A,Verbal Warning,No
10/1/2019 8:06 AM,4600 S. Greenwood,African American,Female,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
10/1/2019 3:26 PM,1233 E. 56th Street,African American,Female,moving Violation - Other,Failure to Stop from an alley,N/A,Verbal Warning,No
10/1/2019 3:52 PM,1229 E. 56th Street,African American,Male,moving Violation - Other,Failure to Stop from an alley,One Citation Issued,Citation Issued,No
10/1/2019 9:42 PM,5500 S. Kenwood,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/1/2019 9:52 PM,5200 S. Kenwood,Caucasian,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/1/2019 10:16 PM,5500 S. University,Asian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/1/2019 10:27 PM,5700 S. Blackstone,Hispanic,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/2/2019 12:48 AM,5700 S. Cornell,African American,Female,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/2/2019 7:16 PM,5800 S. Kimbark,Caucasian,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/3/2019 7:24 AM,1522 E. 53rd Street,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/3/2019 1:16 PM,939 E. 57th Street,African American,Male,Lane Violation,Improper Turn,N/A,Verbal Warning,No
10/3/2019 9:04 PM,5100 S. University,Hispanic,Male,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",One Citation Issued,Citation Issued,No
10/3/2019 9:05 PM,5138 S. Cornell,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/3/2019 10:45 PM,5000 S. Lake Park,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/3/2019 10:59 PM,5500 S. Ellis,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No
10/3/2019 11:18 PM,5000 S. Blackstone,Caucasian,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/4/2019 11:14 AM,800 E. Midway Plaisance,African American,Male,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/4/2019 11:49 AM,5200 S. Lake Park,Caucasian,Male,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/4/2019 12:39 PM,5400 S. Woodlawn,African American,Male,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/4/2019 8:08 PM,55TH &  Dorchester,Hispanic,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/4/2019 10:17 PM,Midway Plaisance & Cottage Grove,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/5/2019 12:27 AM,60th & Drexel,Asian,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/5/2019 3:38 AM,5100 S. Cornell,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
10/5/2019 8:55 AM,1100 E. Midway Plaisance,Caucasian,Male,Lane Violation,Improper Turn,N/A,Verbal Warning,No
10/5/2019 11:15 AM,5434 S. Woodlawn,Caucasian,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/5/2019 11:38 AM,1600 E. Midway Plaisance,Asian,Male,Speed,Speeding,N/A,Verbal Warning,No
10/5/2019 12:00 PM,1200 E. Midway Plaisance,African American,Male,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/5/2019 12:20 PM,5300 S. Ellis,Asian,Male,moving Violation - Other,Improper Use of Electronic Communication Device,N/A,Verbal Warning,No
10/5/2019 2:52 PM,5400 S. Cottage Grove,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/5/2019 2:55 PM,4800 S. Cottage Grove,African American,Female,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/5/2019 2:59 PM,1130 W. Midway Plaisance,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
10/5/2019 3:20 PM,1136 E. Midway Plaisance,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
10/5/2019 3:33 PM,1005 E. Midway Plaisance,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
10/5/2019 3:48 PM,1150 E. University,African American,Male,Speed,Speeding,N/A,Verbal Warning,No
10/5/2019 7:46 PM,6000 S. Dorchester,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/5/2019 7:50 PM,49th & Dorchester,African American,Female,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/5/2019 8:17 PM,58th & Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/5/2019 8:33 PM,47th & Cornell,Caucasian,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/5/2019 10:06 PM,58th & Dorchester,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/6/2019 11:55 AM,5500 S. Dorchester,Caucasian,Male,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/6/2019 3:53 PM,5801 S. Ellis,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/6/2019 4:23 PM,5700 S. Stony Island,African American,Male,Lane Violation,Obstructing Flow of Traffic,N/A,Verbal Warning,No
10/6/2019 7:23 PM,48th & Drexel,African American,Male,moving Violation - Other,Failure to Signal,N/A,Verbal Warning,No
10/6/2019 8:09 PM,57th Woodlawn,Hispanic,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/6/2019 8:30 PM,5031 S. Dorchester,Caucasian,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/6/2019 10:04 PM,53rd Harper,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/6/2019 11:07 PM,51st Blackstone,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/7/2019 3:34 AM,51st Drexel,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/7/2019 8:43 AM,5300 S. Lake Park,Asian,Male,Lane Violation,Illegal U-Turn at intersection,One Citation Issued,Citation Issued,No
